State,International plan,Voice mail plan,state_numeric,Area code,Account length,International plan_numeric,Voice mail plan numeric,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Tota all miniutes,Total all calls,Total all charges,Customer service calls,churn_numeric,Churn
OH,No,No,2,415,114,0,0,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,587,284,57.36,0,0,FALSE
NC,No,Yes,35,408,64,0,1,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,744.4,342,80.65,1,0,FALSE
KY,No,No,42,415,111,0,0,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,643.6,315,71.88,3,0,FALSE
MT,No,No,11,408,60,0,0,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,596.1,322,70.05,2,0,FALSE
NJ,No,No,3,408,113,0,0,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,632.7,308,56.44,3,0,FALSE
FL,No,No,16,408,109,0,0,0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,700.2,367,68.76,1,0,FALSE
IN,No,Yes,31,510,105,0,1,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,579.5,255,50.63,0,0,FALSE
DE,No,No,30,510,85,0,0,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,573.7,323,62.63,2,0,FALSE
AL,No,No,5,510,131,0,0,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,526.7,253,53.16,0,0,FALSE
ME,No,No,43,510,59,0,0,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,538.8,293,56.85,2,0,FALSE
SD,No,No,34,408,148,0,0,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,530.2,300,55.96,1,0,FALSE
VA,No,No,14,408,210,0,0,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,515.7,267,43.73,2,0,FALSE
ID,No,No,12,510,106,0,0,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6,3,1.62,639.8,267,72.39,1,0,FALSE
KY,No,Yes,42,415,57,0,1,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,767.7,326,81.38,1,0,FALSE
ND,No,No,50,510,98,0,0,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,569.7,348,58.01,1,0,FALSE
HI,No,No,49,415,157,0,0,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,595.8,297,68.45,3,0,FALSE
WI,No,Yes,28,415,116,0,1,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,696,297,69.15,1,0,FALSE
WV,No,No,8,510,30,0,0,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,595.5,311,58.89,2,0,FALSE
NJ,No,No,3,510,111,0,0,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,503.9,270,51.27,4,1,TRUE
KS,No,No,1,415,52,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,596.8,297,58.51,0,0,FALSE
NJ,No,Yes,3,510,135,0,1,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,615.6,352,65.64,2,1,TRUE
NC,No,No,35,510,86,0,0,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,638.7,339,62.02,3,0,FALSE
WY,No,No,20,510,151,0,0,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,535.1,313,58.1,3,0,FALSE
NY,No,No,41,415,117,0,0,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,664,303,59.97,2,0,FALSE
ID,No,No,12,408,82,0,0,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,574.3,292,47.69,0,0,FALSE
IA,No,No,10,415,152,0,0,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,553.4,305,64.79,1,0,FALSE
TN,No,Yes,47,408,108,0,1,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,693.7,296,64.99,1,0,FALSE
OH,No,No,2,408,98,0,0,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,552.4,343,56.4,1,1,TRUE
MA,No,No,6,415,47,0,0,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,602.8,278,56.84,3,0,FALSE
OK,No,No,4,415,189,0,0,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,635.4,354,66.64,3,0,FALSE
NE,No,No,19,415,159,0,0,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,687.6,363,66.77,1,1,TRUE
VA,No,Yes,14,408,11,0,1,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,655.4,299,57.4,2,0,FALSE
MT,No,No,11,408,111,0,0,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,507.4,284,48.42,2,0,FALSE
VT,No,Yes,13,408,99,0,1,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,500.3,305,44.04,2,0,FALSE
VA,Yes,Yes,14,415,114,1,1,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,527.3,297,57.28,2,0,FALSE
AL,No,No,5,415,71,0,0,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,415.6,282,39.18,2,0,FALSE
AL,No,Yes,5,408,100,0,1,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,590.8,320,65.99,1,0,FALSE
WV,No,Yes,8,415,83,0,1,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,480.5,316,42.52,1,0,FALSE
NV,No,No,39,408,64,0,0,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,541.3,301,52.24,5,1,TRUE
TN,No,No,47,408,105,0,0,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,588.7,316,64.54,1,0,FALSE
ID,No,Yes,12,415,144,0,1,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,670.6,305,72.27,2,0,FALSE
WY,Yes,Yes,20,415,106,1,1,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,753.9,341,79.56,1,1,TRUE
TX,No,Yes,15,510,19,0,1,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,653,330,60.47,1,0,FALSE
MA,No,No,6,408,46,0,0,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,549.8,277,54.17,1,0,FALSE
IL,No,No,21,510,127,0,0,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,593,348,64.37,2,0,FALSE
LA,No,Yes,23,415,9,0,1,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,583.1,343,62.05,1,0,FALSE
CO,No,No,17,415,157,0,0,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,614.1,257,62.45,1,0,FALSE
UT,No,No,32,415,105,0,0,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,499.5,272,46.58,6,1,TRUE
ID,No,No,12,415,31,0,0,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,498.1,328,51.84,0,0,FALSE
MN,No,Yes,37,408,95,0,1,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,632.3,267,70.21,0,0,FALSE
GA,No,No,24,415,132,0,0,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,495.3,323,54.19,5,1,TRUE
HI,No,Yes,49,408,119,0,1,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,506.5,235,58.03,0,0,FALSE
AL,No,No,5,408,16,0,0,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,485.2,280,56.92,1,0,FALSE
CT,No,No,51,408,99,0,0,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,444.2,328,41.46,1,0,FALSE
CO,No,Yes,17,408,76,0,1,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,562.5,339,62.17,1,0,FALSE
KS,No,No,1,415,167,0,0,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,522.3,317,50.9,4,1,TRUE
NJ,No,No,3,415,129,0,0,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,478.9,353,53.94,1,0,FALSE
FL,No,No,16,408,116,0,0,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,543.4,343,51.58,1,0,FALSE
CA,Yes,No,33,415,60,1,0,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,604.6,328,60.85,1,0,FALSE
TX,No,Yes,15,408,47,0,1,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,444.3,283,42.59,0,0,FALSE
MN,Yes,No,37,510,40,1,0,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,639.9,261,59.14,3,0,FALSE
AK,No,No,25,510,173,0,0,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,428,234,48.98,0,0,FALSE
OR,No,Yes,29,510,157,0,1,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,766.8,334,70.12,1,0,FALSE
MS,No,Yes,44,408,66,0,1,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,461.9,323,52.15,2,0,FALSE
VT,Yes,Yes,13,415,50,1,1,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,779.4,284,86.84,0,0,FALSE
UT,No,No,32,415,72,0,0,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,511.8,351,47.23,3,0,FALSE
KS,No,No,1,510,130,0,0,0,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,606.5,277,57.68,1,0,FALSE
NV,No,No,39,408,143,0,0,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,614.4,262,57.34,1,0,FALSE
TX,No,No,15,408,32,0,0,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,484,325,51.63,1,0,FALSE
MA,No,No,6,415,166,0,0,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,512.3,320,57.25,2,0,FALSE
CA,No,Yes,33,408,72,0,1,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,536.9,303,47.92,1,0,FALSE
IA,No,Yes,10,415,134,0,1,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,501.6,274,55.7,0,0,FALSE
NH,No,No,22,415,13,0,0,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,583.8,285,60.37,4,0,FALSE
GA,No,No,24,415,90,0,0,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,588.4,299,51.37,3,0,FALSE
WI,No,Yes,28,415,111,0,1,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,525,257,56.47,3,0,FALSE
CO,No,Yes,17,408,101,0,1,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,555.6,295,65.7,1,0,FALSE
SC,No,No,46,415,72,0,0,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,601.4,330,63.82,0,0,FALSE
MI,No,Yes,45,510,67,0,1,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,675.1,333,68.68,1,0,FALSE
MD,No,No,26,408,172,0,0,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,633.1,333,74.75,3,1,TRUE
IN,No,Yes,31,510,154,0,1,32,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,571.6,291,58.4,2,0,FALSE
ME,No,No,43,510,69,0,0,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,661.8,286,65.92,2,0,FALSE
DC,No,No,40,415,123,0,0,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,652.6,305,66.64,3,0,FALSE
TN,No,Yes,47,415,130,0,1,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,574.6,300,54.71,0,0,FALSE
FL,No,Yes,16,415,142,0,1,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,720.2,338,70.88,2,0,FALSE
HI,No,Yes,49,408,87,0,1,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,553.6,327,54.31,0,0,FALSE
NE,No,No,19,415,149,0,0,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,384.2,284,41.03,0,0,FALSE
TN,Yes,No,47,408,146,1,0,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,555.3,276,55.4,2,0,FALSE
MD,Yes,No,26,415,88,1,0,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,780,255,76.18,4,1,TRUE
VT,No,No,13,510,48,0,0,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,573.2,225,58.95,1,0,FALSE
OR,No,No,29,415,135,0,0,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,615.5,344,63.94,1,0,FALSE
IN,No,No,31,510,100,0,0,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,519,339,61.08,1,0,FALSE
MO,No,No,7,415,98,0,0,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,738.5,276,72.1,4,0,FALSE
FL,No,Yes,16,510,75,0,1,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,478.4,306,47.92,2,0,FALSE
DC,No,Yes,40,415,180,0,1,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,679.2,282,70.57,1,0,FALSE
VT,No,Yes,13,415,100,0,1,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,665.6,343,69.86,1,0,FALSE
OH,No,Yes,2,415,119,0,1,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,695.4,324,69.07,2,0,FALSE
LA,No,Yes,23,408,155,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,657.2,304,61.84,1,0,FALSE
IL,Yes,No,21,415,78,1,0,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,664,321,72.24,1,1,TRUE
NJ,No,No,3,415,153,0,0,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,580.3,322,60.07,1,0,FALSE
NE,No,No,19,415,154,0,0,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,612.7,336,62.01,3,0,FALSE
WV,No,No,8,408,48,0,0,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,622.3,287,71.38,1,0,FALSE
ND,No,No,50,408,94,0,0,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,630.8,294,61.55,1,0,FALSE
UT,No,No,32,415,139,0,0,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,597.6,354,60.33,1,0,FALSE
MS,No,No,44,415,126,0,0,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,632.7,305,66.47,1,0,FALSE
MN,No,No,37,415,122,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,581.8,319,51.24,2,0,FALSE
KS,No,Yes,1,415,131,0,1,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,724.3,320,74.59,3,0,FALSE
KS,No,No,1,510,36,0,0,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,600.6,310,60.32,1,0,FALSE
NV,No,No,39,510,180,0,0,0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,550.4,283,54.68,2,0,FALSE
MT,No,No,11,415,25,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,545.1,312,52.25,2,0,FALSE
AK,No,No,25,415,120,0,0,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,476.5,312,52.57,1,0,FALSE
AR,No,No,27,510,109,0,0,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,541.3,299,57.88,2,0,FALSE
LA,No,Yes,23,510,162,0,1,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,507.4,329,55.99,0,0,FALSE
KS,No,Yes,1,510,124,0,1,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,605.8,279,57.58,1,0,FALSE
OR,No,No,29,408,177,0,0,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,560.4,257,47.82,2,0,FALSE
WI,No,No,28,510,91,0,0,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,690.7,299,69.9,1,0,FALSE
CO,No,No,17,408,105,0,0,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,684.7,273,75.71,0,1,TRUE
KS,No,No,1,510,24,0,0,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,626.5,283,69.36,0,1,TRUE
IA,No,No,10,408,86,0,0,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,459.5,329,45.43,2,0,FALSE
NE,No,No,19,510,91,0,0,0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,506.6,328,55.15,0,0,FALSE
OH,Yes,Yes,2,415,147,1,1,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,789,349,73.15,3,0,FALSE
TN,No,Yes,47,510,108,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,603.3,279,56.44,4,1,TRUE
OK,No,No,4,510,159,0,0,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,624.1,325,64.48,5,0,FALSE
ND,Yes,No,50,510,136,1,0,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,639.6,286,72.14,3,0,FALSE
NC,No,Yes,35,408,45,0,1,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,720.5,287,68.93,1,0,FALSE
MN,No,No,37,415,122,0,0,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,570.8,380,54.97,2,0,FALSE
MN,No,No,37,415,138,0,0,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,625.4,285,62.05,5,0,FALSE
MA,No,No,6,415,132,0,0,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,579.9,273,51.34,1,0,FALSE
GA,No,No,24,510,58,0,0,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,663.2,337,71.25,2,0,FALSE
NV,No,No,39,415,81,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,466.3,336,45.5,1,0,FALSE
TX,No,No,15,415,87,0,0,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,593.8,323,56.88,3,0,FALSE
ME,No,No,43,510,116,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,590.8,298,64.61,2,0,FALSE
MN,No,Yes,37,510,62,0,1,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,685.2,326,64.68,2,1,TRUE
TN,No,No,47,415,98,0,0,0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,573.3,281,54.91,2,0,FALSE
RI,Yes,No,9,510,107,1,0,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,698.8,267,68.17,2,0,FALSE
NC,No,No,35,510,30,0,0,0,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,589.9,326,55.9,3,0,FALSE
MA,No,Yes,6,408,40,0,1,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,487,259,57.07,1,1,TRUE
TN,No,No,47,408,72,0,0,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,482.7,266,48.96,1,0,FALSE
WY,No,Yes,20,415,95,0,1,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,679.9,343,74.01,1,0,FALSE
IA,No,No,10,415,42,0,0,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,486.2,303,49.9,0,0,FALSE
IN,No,No,31,415,86,0,0,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,655,297,61.67,1,0,FALSE
FL,No,Yes,16,510,55,0,1,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,491.5,327,49.24,4,1,TRUE
MT,No,No,11,415,74,0,0,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,646.7,293,63.08,0,0,FALSE
ND,Yes,Yes,50,408,81,1,1,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,780.5,324,77.11,1,0,FALSE
MI,No,No,45,408,81,0,0,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,617.2,284,60.22,4,0,FALSE
MT,No,No,11,415,28,0,0,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,517.4,284,45.39,6,1,TRUE
AL,No,No,5,510,111,0,0,0,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,539,326,56.87,0,0,FALSE
NV,No,Yes,39,510,3,0,1,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,603.9,289,47.93,2,0,FALSE
FL,No,Yes,16,415,68,0,1,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,643.3,312,65.37,1,0,FALSE
NY,No,No,41,408,163,0,0,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,694.1,274,75.14,0,1,TRUE
KS,No,No,1,510,87,0,0,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,636.8,232,56.54,2,0,FALSE
NC,No,No,35,510,58,0,0,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,596.6,282,52.38,0,1,TRUE
MN,No,No,37,408,109,0,0,0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,537.8,369,53.28,0,0,FALSE
RI,No,No,9,415,111,0,0,0,229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,743.5,307,73.04,4,0,FALSE
UT,No,No,32,415,144,0,0,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,374.4,268,42.64,2,0,FALSE
OR,No,No,29,415,135,0,0,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,723.6,296,77.48,5,1,TRUE
SC,No,Yes,46,415,109,0,1,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,624.1,309,66.65,4,0,FALSE
IL,No,Yes,21,415,107,0,1,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,516.3,305,47.2,1,0,FALSE
OH,No,No,2,408,149,0,0,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,495.5,294,54.04,2,0,FALSE
MA,No,No,6,510,56,0,0,0,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,587.6,348,66.6,1,0,FALSE
OR,No,No,29,408,129,0,0,0,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,604,288,51.43,0,0,FALSE
CA,No,No,33,408,92,0,0,0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,639,332,70.45,0,0,FALSE
WV,No,Yes,8,415,67,0,1,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,674.1,309,59.13,1,0,FALSE
VT,No,No,13,415,120,0,0,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,609.7,291,67.9,0,0,FALSE
GA,No,No,24,408,76,0,0,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,549.6,288,58.54,0,0,FALSE
ME,No,No,43,415,79,0,0,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,686.9,391,68.99,2,0,FALSE
HI,No,Yes,49,415,98,0,1,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,651.5,337,63.74,2,0,FALSE
AZ,No,Yes,18,510,141,0,1,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,712.4,316,73.89,1,0,FALSE
IA,No,No,10,510,46,0,0,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,595.1,280,60.97,3,0,FALSE
CT,No,No,51,415,137,0,0,0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,484.1,278,43.31,3,0,FALSE
WA,No,No,36,408,171,0,0,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,646.1,297,74.25,1,1,TRUE
VA,No,No,14,415,10,0,0,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,615.6,336,64.49,1,0,FALSE
CO,No,No,17,510,88,0,0,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,545.8,304,44.78,3,0,FALSE
TX,No,No,15,415,82,0,0,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,640,286,62.2,3,1,TRUE
SD,No,No,34,510,139,0,0,0,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,544.8,374,58.67,3,0,FALSE
VA,No,No,14,415,87,0,0,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,561,344,58.01,0,0,FALSE
NY,Yes,No,41,415,137,1,0,0,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,607.4,339,58.1,2,0,FALSE
WA,No,No,36,510,45,0,0,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,457.5,332,39.57,1,1,TRUE
TN,No,No,47,415,103,0,0,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,617.1,308,57.02,1,0,FALSE
